Customer,State,Gender,Education,Customer_Lifetime_Value,Income,Monthly Premium Auto,Number_of_Open_Complaints,Policy_Type,Vehicle_Class,Total_Claim_Amount
JC11405,Oregon,Male,High School or Below,1096395.0,55687.0,276.0,1/0/00,Personal Auto,Luxury SUV,1324.0
KA89683,Arizona,Female,High School or Below,252317.0,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,504.0
BG85305,Nevada,Male,Doctorate,375780.0,36633.0,96.0,1/1/00,Personal Auto,Four-Door Car,460.0
UQ87917,Oregon,Male,High School or Below,1294173.0,77060.0,106.0,1/0/00,Personal Auto,SUV,468.0
XN11823,Nevada,Female,Bachelors,376446.0,92600.0,94.0,1/0/00,Corporate Auto,Two-Door Car,842.0
OS46571,California,Male,High School or Below,688955.0,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.0
PX17116,Nevada,Male,High School or Below,362345.0,0.0,111.0,1/2/00,Corporate Auto,SUV,1171.0
RP19541,Arizona,Male,High School or Below,758211.0,64801.0,64.0,1/0/00,Personal Auto,Four-Door Car,268.0
ZR25747,Oregon,Female,High School or Below,827774.0,45257.0,103.0,1/0/00,Corporate Auto,Two-Door Car,494.0
NQ86532,California,Male,High School or Below,257645.0,26854.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.0
JY27336,Oregon,Female,High School or Below,820538.0,85840.0,102.0,1/2/00,Corporate Auto,SUV,138.0
PB54378,Oregon,Female,Doctorate,1958246.0,26463.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.0
SV38190,Nevada,Female,Bachelors,648152.0,30689.0,81.0,1/0/00,Personal Auto,Four-Door Car,467.0
CV24005,Oregon,Male,High School or Below,259931.0,29590.0,66.0,1/0/00,Corporate Auto,Two-Door Car,467.0
EX28656,Oregon,Female,High School or Below,983033.0,25965.0,253.0,1/0/00,Personal Auto,Luxury SUV,1214.0
CF57022,Oregon,Male,Bachelors,1044265.0,17269.0,139.0,1/0/00,Personal Auto,SUV,667.0
GM16780,Oregon,Male,High School or Below,3605753.0,90330.0,137.0,1/3/00,Corporate Auto,Sports Car,192.0
BX94438,California,Female,High School or Below,847003.0,0.0,113.0,1/0/00,Corporate Auto,SUV,619.0
RM41745,California,Female,High School or Below,827878.0,0.0,110.0,1/0/00,Personal Auto,Four-Door Car,1002.0
XR70252,California,Female,High School or Below,478893.0,0.0,67.0,1/1/00,Personal Auto,Two-Door Car,321.0
YH92099,Arizona,Female,Bachelors,308799.0,18558.0,80.0,1/0/00,Special Auto,Four-Door Car,384.0
SG81493,Arizona,Male,Bachelors,444373.0,46384.0,113.0,1/0/00,Corporate Auto,Four-Door Car,251.0
ZX23819,Oregon,Female,High School or Below,798408.0,0.0,72.0,1/0/00,Personal Auto,Two-Door Car,866.0
FJ54907,Oregon,Female,High School or Below,718097.0,42303.0,180.0,1/0/00,Personal Auto,Luxury SUV,1210.0
CU26127,California,Female,Bachelors,1565603.0,71731.0,130.0,1/0/00,Corporate Auto,SUV,599.0
YH60476,Oregon,Male,High School or Below,578018.0,51066.0,74.0,1/0/00,Corporate Auto,Four-Door Car,787.0
ZZ97035,California,Male,High School or Below,2071494.0,0.0,203.0,1/0/00,Corporate Auto,Luxury Car,2027.0
GE82737,Nevada,Female,Bachelors,533735.0,0.0,86.0,1/3/00,Personal Auto,Four-Door Car,619.0
KY21873,Arizona,Male,High School or Below,505082.0,0.0,69.0,1/0/00,Personal Auto,Two-Door Car,72.0
UA51318,Arizona,Female,High School or Below,511662.0,26173.0,68.0,1/1/00,Corporate Auto,Four-Door Car,449.0
BV55014,Oregon,Male,Bachelors,726873.0,24445.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.0
HX21307,Oregon,U,High School or Below,261661.0,72302.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.0
LQ68252,Oregon,U,High School or Below,373843.0,27208.0,102.0,1/0/00,Personal Auto,SUV,489.0
CR92802,California,Female,Masters,272535.0,36650.0,69.0,1/1/00,Special Auto,Four-Door Car,56.0
SL35268,Arizona,U,High School or Below,545386.0,30855.0,68.0,1/0/00,Corporate Auto,Four-Door Car,259.0
RD62882,Arizona,Female,Bachelors,684615.0,0.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
JS42382,Oregon,U,Masters,617291.0,99960.0,76.0,1/0/00,Corporate Auto,Four-Door Car,364.0
BT30554,Arizona,Female,Bachelors,1034632.0,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,470.0
VP57424,Nevada,Female,Bachelors,699700.0,55873.0,88.0,1/0/00,Personal Auto,Four-Door Car,299.0
VU19243,Arizona,Female,High School or Below,419625.0,18052.0,111.0,1/0/00,Personal Auto,Four-Door Car,699.0
TA82973,Oregon,Female,High School or Below,785810.0,28937.0,104.0,1/2/00,Personal Auto,SUV,117.0
GK71720,Oregon,Female,High School or Below,606434.0,0.0,86.0,1/0/00,Personal Auto,Four-Door Car,545.0
OQ61223,California,U,High School or Below,1749752.0,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.0
LL62746,Oregon,U,Doctorate,897064.0,12829.0,118.0,1/0/00,Personal Auto,SUV,328.0
JQ56711,Oregon,Female,Masters,592311.0,92163.0,73.0,1/0/00,Personal Auto,Two-Door Car,66.0
AW77988,Oregon,U,High School or Below,3585059.0,17588.0,192.0,1/0/00,Personal Auto,Luxury Car,1382.0
QP84605,Washington,Female,Bachelors,870984.0,41546.0,111.0,1/0/00,Corporate Auto,Four-Door Car,121.0
MY97912,Arizona,U,High School or Below,1330933.0,0.0,127.0,1/0/00,Personal Auto,SUV,609.0
IB87349,California,Male,High School or Below,452850.0,70340.0,113.0,1/0/00,Special Auto,Four-Door Car,542.0
AW73065,Oregon,Female,High School or Below,279190.0,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,532.0
BW80872,Washington,Male,High School or Below,443441.0,34549.0,111.0,1/0/00,Personal Auto,Four-Door Car,125.0
PX70175,Arizona,Male,High School or Below,799600.0,93459.0,99.0,1/0/00,Personal Auto,Four-Door Car,655.0
KF75098,Arizona,Male,Bachelors,512973.0,86148.0,65.0,1/2/00,Personal Auto,Four-Door Car,312.0
IS50283,California,Female,Bachelors,569717.0,27048.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.0
MY64920,Oregon,Female,High School or Below,921713.0,73259.0,115.0,1/0/00,Personal Auto,SUV,673.0
KN34250,Oregon,Female,High School or Below,1020892.0,35482.0,129.0,1/0/00,Corporate Auto,SUV,619.0
GN46207,Oregon,Female,Masters,417068.0,29462.0,107.0,1/1/00,Personal Auto,SUV,513.0
KL57176,Oregon,Female,High School or Below,450540.0,67801.0,115.0,1/1/00,Personal Auto,SUV,23.0
MN94234,California,Male,High School or Below,310756.0,0.0,94.0,1/4/00,Personal Auto,Two-Door Car,451.0
JY90595,Arizona,Male,High School or Below,552866.0,16042.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.0
HK26543,California,Male,High School or Below,504586.0,28056.0,64.0,1/1/00,Personal Auto,Four-Door Car,307.0
PN86062,California,Male,High School or Below,296272.0,16495.0,85.0,1/3/00,Corporate Auto,Four-Door Car,408.0
VW27730,California,Female,Masters,866595.0,41163.0,108.0,1/0/00,Corporate Auto,SUV,231.0
SH55671,Arizona,Female,High School or Below,1141344.0,0.0,161.0,1/1/00,Personal Auto,Sports Car,772.0
MO56878,California,Male,Bachelors,1548843.0,33799.0,109.0,1/3/00,Corporate Auto,SUV,664.0
VO38365,Washington,Female,High School or Below,886114.0,90125.0,110.0,1/0/00,Corporate Auto,SUV,128.0
SV35618,Oregon,Female,Bachelors,593474.0,87747.0,147.0,1/1/00,Personal Auto,SUV,46.0
RX12347,Nevada,Male,High School or Below,354323.0,35695.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0
FR55658,California,Male,Masters,349002.0,90985.0,87.0,1/0/00,Personal Auto,Four-Door Car,78.0
XS12556,California,Female,High School or Below,368309.0,0.0,101.0,1/0/00,Corporate Auto,Sports Car,564.0
ZU73588,California,Male,High School or Below,598977.0,66839.0,154.0,1/0/00,Personal Auto,Sports Car,739.0
WT43034,California,Female,High School or Below,1250084.0,0.0,165.0,1/0/00,Personal Auto,SUV,792.0
VM13430,Oregon,Female,Bachelors,860915.0,79090.0,107.0,1/0/00,Corporate Auto,SUV,289.0
TC78849,Oregon,Male,Bachelors,249745.0,24825.0,64.0,1/0/00,Personal Auto,Two-Door Car,155.0
VC34764,California,Male,High School or Below,701917.0,26806.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.0
WO90953,Oregon,Female,High School or Below,538792.0,56835.0,67.0,1/0/00,Personal Auto,Two-Door Car,326.0
IU47468,Oregon,Female,Bachelors,616555.0,0.0,88.0,1/0/00,Special Auto,Two-Door Car,653.0
KO46064,California,Male,Bachelors,273020.0,46135.0,69.0,1/0/00,Personal Auto,Four-Door Car,103.0
RB34917,Arizona,Female,Bachelors,516211.0,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,809.0
BI38192,Oregon,Female,High School or Below,793706.0,22862.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.0
PU18983,Oregon,Female,High School or Below,860815.0,21450.0,110.0,1/2/00,Personal Auto,Sports Car,528.0
SW79912,Oregon,Male,Bachelors,263254.0,95854.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
ES39217,Oregon,Female,Bachelors,778500.0,44897.0,99.0,1/1/00,Personal Auto,Four-Door Car,580.0
KP72427,Washington,Male,High School or Below,2163983.0,64455.0,108.0,1/0/00,Personal Auto,SUV,133.0
UA19178,Oregon,Female,Masters,498082.0,53265.0,62.0,1/0/00,Personal Auto,Four-Door Car,238.0
PR53785,Arizona,Female,High School or Below,745723.0,0.0,198.0,1/1/00,Personal Auto,Luxury Car,1577.0
XF57481,Washington,Male,Masters,1064093.0,50450.0,90.0,1/0/00,Personal Auto,Two-Door Car,135.0
CN90378,California,Female,High School or Below,686250.0,54780.0,88.0,1/3/00,Personal Auto,Four-Door Car,135.0
KI56154,Nevada,Male,High School or Below,904898.0,0.0,119.0,1/0/00,Personal Auto,Sports Car,571.0
UI55951,California,Male,Bachelors,554803.0,67798.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
FF28650,Oregon,Male,Bachelors,831268.0,21442.0,118.0,1/0/00,Personal Auto,SUV,566.0
FS55302,California,Male,Bachelors,238998.0,27615.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.0
TN79487,California,Male,Bachelors,445811.0,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
HG32616,Nevada,Male,High School or Below,529574.0,50200.0,135.0,1/0/00,Personal Auto,Sports Car,637.0
UK41984,Arizona,Female,Doctorate,383960.0,0.0,112.0,1/2/00,Personal Auto,SUV,537.0
LZ52266,California,Female,High School or Below,373150.0,0.0,96.0,1/0/00,Personal Auto,Four-Door Car,460.0
PM27367,California,Female,Masters,277890.0,73570.0,70.0,1/1/00,Special Auto,Two-Door Car,75.0
ZK21724,Oregon,Female,High School or Below,401654.0,0.0,111.0,1/0/00,Personal Auto,SUV,799.0
BH35482,Washington,Male,Doctorate,493094.0,70412.0,61.0,1/0/00,Corporate Auto,Two-Door Car,136.0
QE22757,Nevada,Male,Doctorate,249131.0,36631.0,62.0,1/0/00,Personal Auto,Four-Door Car,67.0
ON77649,Oregon,Female,High School or Below,290887.0,35895.0,73.0,1/0/00,Personal Auto,Four-Door Car,312.0
RN82884,Arizona,Female,High School or Below,428294.0,40864.0,109.0,1/1/00,Personal Auto,SUV,166.0
CQ75652,Oregon,Male,High School or Below,834162.0,0.0,118.0,1/0/00,Personal Auto,Four-Door Car,566.0
FF58467,Arizona,Female,Masters,509078.0,93018.0,63.0,1/0/00,Personal Auto,Four-Door Car,135.0
BS83666,Oregon,Male,Bachelors,736618.0,70014.0,62.0,1/0/00,Corporate Auto,Four-Door Car,17.0
WO29605,Oregon,Female,High School or Below,243687.0,48875.0,61.0,1/0/00,Personal Auto,Two-Door Car,1.0
TL77607,California,Male,Bachelors,885268.0,67969.0,74.0,1/0/00,Personal Auto,Four-Door Car,197.0
EZ50606,Oregon,Female,High School or Below,2387547.0,0.0,108.0,1/0/00,Corporate Auto,SUV,612.0
OS39723,Oregon,Female,Doctorate,560049.0,68665.0,69.0,1/0/00,Personal Auto,Two-Door Car,331.0
FN69743,California,Male,High School or Below,463654.0,26802.0,66.0,1/1/00,Corporate Auto,Two-Door Car,316.0
XW96958,Nevada,Male,High School or Below,757334.0,0.0,110.0,1/0/00,Corporate Auto,Four-Door Car,1193.0
TU92578,California,Male,High School or Below,1469663.0,45345.0,125.0,1/0/00,Personal Auto,SUV,600.0
TL43709,Washington,Male,High School or Below,897214.0,89689.0,74.0,1/0/00,Personal Auto,Four-Door Car,136.0
YE68736,California,Female,Bachelors,772484.0,32051.0,193.0,1/1/00,Personal Auto,SUV,926.0
OB96537,Oregon,Male,Masters,594667.0,81139.0,74.0,1/0/00,Special Auto,Four-Door Car,392.0
EU68825,Oregon,Female,Masters,800054.0,63834.0,100.0,1/1/00,Personal Auto,Sports Car,215.0
CC31456,Arizona,Male,Bachelors,645756.0,37548.0,81.0,1/0/00,Special Auto,Four-Door Car,160.0
DJ77787,Arizona,Female,High School or Below,728144.0,0.0,69.0,1/3/00,Personal Auto,Four-Door Car,371.0
LN26837,California,Male,High School or Below,259243.0,72421.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
YI92916,Nevada,Male,Masters,467842.0,83102.0,116.0,1/0/00,Corporate Auto,Four-Door Car,443.0
NW54906,Oregon,Male,High School or Below,1386992.0,28432.0,118.0,1/0/00,Personal Auto,SUV,612.0
ME77513,Nevada,Female,Masters,871777.0,83707.0,108.0,1/0/00,Corporate Auto,Four-Door Car,290.0
UK76891,California,Female,High School or Below,523398.0,63259.0,65.0,1/0/00,Corporate Auto,Four-Door Car,316.0
SI26888,Nevada,Female,High School or Below,476418.0,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,405.0
YD74948,Oregon,Female,High School or Below,247246.0,63860.0,62.0,1/0/00,Personal Auto,Four-Door Car,208.0
HB64268,Washington,Male,Bachelors,281369.0,43836.0,73.0,1/0/00,Personal Auto,Four-Door Car,138.0
BW52697,California,Female,High School or Below,550505.0,86132.0,68.0,1/0/00,Personal Auto,Two-Door Car,301.0
NL41409,Oregon,Female,Bachelors,260620.0,28519.0,66.0,1/0/00,Personal Auto,Two-Door Car,456.0
OD69005,Arizona,Female,High School or Below,1048194.0,39102.0,88.0,1/0/00,Personal Auto,Four-Door Car,152.0
ZZ91716,California,Female,Bachelors,325676.0,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,491.0
UK70255,California,Female,High School or Below,3047578.0,97298.0,128.0,1/0/00,Personal Auto,Sports Car,48.0
QT25383,Nevada,Male,High School or Below,636490.0,41986.0,84.0,1/2/00,Personal Auto,Two-Door Car,430.0
AW18068,Arizona,Male,High School or Below,946850.0,0.0,88.0,1/0/00,Personal Auto,Two-Door Car,633.0
NS45347,Oregon,Female,High School or Below,563145.0,17291.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.0
FV19421,California,Male,Bachelors,778099.0,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,246.0
XW89091,California,Male,High School or Below,981652.0,37256.0,62.0,1/0/00,Personal Auto,Four-Door Car,128.0
YC11951,Oregon,Male,High School or Below,751913.0,96306.0,95.0,1/1/00,Corporate Auto,Four-Door Car,185.0
UY18770,California,Female,Bachelors,1017971.0,14290.0,271.0,1/0/00,Personal Auto,Luxury SUV,1300.0
RA49085,California,Female,High School or Below,277283.0,37038.0,71.0,1/1/00,Corporate Auto,Four-Door Car,9.0
BG84194,Oregon,Male,High School or Below,403750.0,90760.0,103.0,1/2/00,Special Auto,SUV,133.0
PT64580,Washington,Male,Masters,419196.0,77048.0,103.0,1/0/00,Personal Auto,SUV,141.0
MR67738,Oregon,Female,High School or Below,267686.0,54480.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.0
DM95829,California,Male,High School or Below,252395.0,16244.0,68.0,1/0/00,Personal Auto,Two-Door Car,623.0
DB75522,California,Female,High School or Below,698840.0,22436.0,89.0,1/0/00,Special Auto,Four-Door Car,427.0
LM34525,Washington,Female,High School or Below,874205.0,71592.0,72.0,1/0/00,Personal Auto,Four-Door Car,141.0
WW30771,Arizona,Male,Masters,267331.0,28728.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.0
QP65569,Arizona,Male,High School or Below,1215732.0,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.0
TN50051,California,Female,Doctorate,295776.0,83318.0,73.0,1/0/00,Personal Auto,Two-Door Car,211.0
UO86707,Washington,Male,High School or Below,717390.0,75217.0,61.0,1/1/00,Personal Auto,Four-Door Car,147.0
JA41698,Nevada,Male,Bachelors,309953.0,0.0,102.0,1/5/00,Corporate Auto,SUV,862.0
NX18774,Oregon,Male,Bachelors,841568.0,55308.0,107.0,1/0/00,Corporate Auto,SUV,513.0
DA69469,Oregon,Female,High School or Below,2684312.0,36068.0,97.0,1/0/00,Personal Auto,Two-Door Car,113.0
CN23147,Oregon,Male,Bachelors,1305717.0,48804.0,112.0,1/1/00,Corporate Auto,Four-Door Car,537.0
RA68844,Oregon,Male,High School or Below,959995.0,0.0,131.0,1/0/00,Personal Auto,SUV,943.0
GH42026,Oregon,Male,Bachelors,853510.0,55790.0,111.0,1/0/00,Personal Auto,SUV,117.0
BD16530,Arizona,Female,Bachelors,829348.0,70258.0,69.0,1/0/00,Personal Auto,Four-Door Car,225.0
JH91579,Oregon,Female,Bachelors,684615.0,0.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
WK23685,Oregon,Female,Bachelors,663685.0,47274.0,83.0,1/1/00,Corporate Auto,Four-Door Car,182.0
GR62267,Washington,Female,High School or Below,560908.0,44705.0,71.0,1/0/00,Personal Auto,Two-Door Car,148.0
PI78084,Arizona,Male,High School or Below,507732.0,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,525.0
GF97874,Washington,Female,Masters,527562.0,70446.0,65.0,1/0/00,Personal Auto,Four-Door Car,155.0
ZH19885,Washington,Female,High School or Below,251459.0,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.0
UK25655,Oregon,Female,Bachelors,343525.0,64348.0,86.0,1/0/00,Personal Auto,Two-Door Car,212.0
QR45101,Oregon,Male,Bachelors,662461.0,0.0,62.0,1/0/00,Corporate Auto,Two-Door Car,297.0
EL93539,California,Male,Masters,575744.0,88997.0,72.0,1/0/00,Special Auto,Four-Door Car,174.0
EE99484,Washington,Female,High School or Below,251459.0,43860.0,65.0,1/0/00,Corporate Auto,Four-Door Car,156.0
DP46882,California,Female,High School or Below,288645.0,10312.0,78.0,1/0/00,Corporate Auto,Four-Door Car,486.0
WP41146,California,Female,High School or Below,534143.0,0.0,72.0,1/1/00,Personal Auto,Four-Door Car,345.0
TK60799,Arizona,Female,High School or Below,416001.0,96263.0,103.0,1/0/00,Personal Auto,SUV,1.0
DN29808,California,Female,High School or Below,284624.0,28919.0,72.0,1/0/00,Corporate Auto,Four-Door Car,518.0
SS59521,Oregon,Female,High School or Below,477025.0,0.0,68.0,1/1/00,Personal Auto,Two-Door Car,326.0
NG66579,Oregon,Male,Bachelors,505961.0,41869.0,64.0,1/0/00,Personal Auto,Two-Door Car,262.0
TC14209,Arizona,Female,High School or Below,909574.0,0.0,128.0,1/0/00,Personal Auto,SUV,921.0
ED50963,California,Female,High School or Below,268886.0,32808.0,68.0,1/1/00,Personal Auto,Four-Door Car,541.0
GP40701,California,Female,Bachelors,827763.0,79780.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.0
CP98451,Oregon,Female,High School or Below,905793.0,91025.0,112.0,1/0/00,Personal Auto,SUV,327.0
NX52648,California,Female,High School or Below,380175.0,33043.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
ZC32510,Arizona,Male,High School or Below,933934.0,69442.0,118.0,1/3/00,Personal Auto,Four-Door Car,1265.0
NG27780,Oregon,Male,High School or Below,252012.0,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,63.0
HN95240,Arizona,Female,High School or Below,498409.0,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0
EB59129,Oregon,Female,Bachelors,259574.0,47234.0,65.0,1/0/00,Personal Auto,Four-Door Car,15.0
RA70851,Oregon,Male,High School or Below,743769.0,86863.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.0
PM19162,Oregon,Male,Bachelors,1453678.0,25805.0,66.0,1/2/00,Personal Auto,Four-Door Car,375.0
MS59005,Nevada,Male,Bachelors,591330.0,43676.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.0
SU71163,Arizona,Male,High School or Below,277166.0,59855.0,74.0,1/4/00,Personal Auto,Two-Door Car,355.0
BD35676,Arizona,Male,Masters,2919436.0,35296.0,126.0,1/0/00,Personal Auto,SUV,452.0
NI44621,Oregon,Female,Masters,988038.0,36576.0,125.0,1/1/00,Personal Auto,SUV,113.0
EW33419,California,Female,High School or Below,1511440.0,28513.0,100.0,1/1/00,Corporate Auto,SUV,480.0
HX44948,Oregon,Male,Bachelors,575991.0,85448.0,72.0,1/0/00,Special Auto,Four-Door Car,16.0
DL36983,Oregon,Female,High School or Below,849516.0,23791.0,110.0,1/3/00,Personal Auto,Two-Door Car,615.0
XR87264,California,Female,Bachelors,438118.0,20597.0,112.0,1/0/00,Personal Auto,Four-Door Car,615.0
NN99001,Arizona,Female,High School or Below,699782.0,56940.0,87.0,1/0/00,Personal Auto,Four-Door Car,512.0
XV95530,Oregon,Male,Bachelors,1143058.0,93210.0,71.0,1/0/00,Personal Auto,Two-Door Car,74.0
OL97871,Oregon,Female,Bachelors,748248.0,48992.0,94.0,1/1/00,Personal Auto,Four-Door Car,426.0
HQ23708,Arizona,Female,Masters,859691.0,53736.0,71.0,1/0/00,Personal Auto,Two-Door Car,169.0
WR63188,Arizona,Male,High School or Below,785496.0,25378.0,66.0,1/1/00,Personal Auto,Four-Door Car,419.0
NG82219,Oregon,Female,Bachelors,258240.0,76731.0,64.0,1/0/00,Personal Auto,Four-Door Car,201.0
KU29408,Washington,Male,Masters,907576.0,37722.0,116.0,1/0/00,Corporate Auto,Sports Car,158.0
RE46783,California,Female,Bachelors,411858.0,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.0
RU94434,Oregon,Male,High School or Below,1215732.0,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.0
GI82355,Arizona,Male,Bachelors,515281.0,0.0,68.0,1/0/00,Corporate Auto,Four-Door Car,326.0
VO26340,Nevada,Male,High School or Below,651297.0,0.0,93.0,1/0/00,Personal Auto,Two-Door Car,669.0
NV61299,Arizona,Female,Bachelors,2778969.0,33806.0,89.0,1/0/00,Corporate Auto,Four-Door Car,395.0
DX31066,Washington,Female,High School or Below,266727.0,94041.0,66.0,1/0/00,Personal Auto,Four-Door Car,159.0
CY50337,Oregon,Female,High School or Below,1092840.0,74965.0,90.0,1/0/00,Personal Auto,Four-Door Car,58.0
TJ20375,Arizona,Female,High School or Below,761538.0,34095.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.0
EP72155,California,Female,High School or Below,200435.0,0.0,66.0,1/4/00,Personal Auto,Four-Door Car,316.0
JJ76159,California,Male,High School or Below,243468.0,96045.0,61.0,1/0/00,Corporate Auto,Four-Door Car,8.0
BG15419,Nevada,Female,Bachelors,1419536.0,86355.0,118.0,1/0/00,Personal Auto,Sports Car,285.0
AO74776,California,Female,High School or Below,942768.0,27824.0,118.0,1/0/00,Personal Auto,SUV,566.0
HQ82233,California,Male,High School or Below,1198242.0,42995.0,101.0,1/0/00,Personal Auto,SUV,410.0
OL72737,Oregon,Female,High School or Below,310278.0,21235.0,79.0,1/0/00,Personal Auto,Two-Door Car,244.0
ZQ59828,California,Male,High School or Below,422263.0,74585.0,106.0,1/0/00,Personal Auto,SUV,218.0
NZ15548,Oregon,Male,Bachelors,402381.0,41833.0,103.0,1/0/00,Personal Auto,Four-Door Car,643.0
XK61304,California,Female,High School or Below,529715.0,23908.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0
EJ44139,Oregon,Male,Bachelors,2142363.0,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
CM94425,Arizona,Male,Bachelors,441620.0,61953.0,113.0,1/0/00,Personal Auto,SUV,497.0
OV54878,California,Male,Bachelors,463903.0,0.0,142.0,1/0/00,Corporate Auto,SUV,1022.0
JF57282,Nevada,Male,Bachelors,486354.0,0.0,137.0,1/0/00,Personal Auto,SUV,657.0
MY37953,Arizona,Female,Bachelors,2583090.0,73760.0,107.0,1/1/00,Personal Auto,Sports Car,230.0
XP64922,Oregon,Female,High School or Below,297431.0,23333.0,74.0,1/0/00,Corporate Auto,Four-Door Car,5.0
WL65572,California,Male,High School or Below,206445.0,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.0
LN50325,Arizona,Female,High School or Below,1006460.0,20440.0,128.0,1/2/00,Corporate Auto,Sports Car,614.0
HJ15383,Washington,Male,Masters,803240.0,27658.0,68.0,1/0/00,Personal Auto,Four-Door Car,160.0
KH59823,California,Male,High School or Below,548921.0,50943.0,139.0,1/0/00,Special Auto,SUV,667.0
YM79169,California,Male,Bachelors,261275.0,19003.0,71.0,1/0/00,Personal Auto,Two-Door Car,34.0
DR38127,California,Male,High School or Below,857346.0,46703.0,108.0,1/0/00,Personal Auto,Four-Door Car,678.0
PU42145,California,Male,Bachelors,2412750.0,14072.0,71.0,1/0/00,Personal Auto,Four-Door Car,511.0
KM33477,Oregon,Male,High School or Below,855038.0,21733.0,73.0,1/0/00,Corporate Auto,Four-Door Car,525.0
RI53167,Arizona,Male,Bachelors,230864.0,20811.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.0
OF77789,Arizona,Female,High School or Below,425462.0,11904.0,61.0,1/2/00,Personal Auto,Two-Door Car,292.0
YB33445,Oregon,Female,High School or Below,898285.0,43490.0,114.0,1/4/00,Corporate Auto,SUV,174.0
BA17836,California,Male,High School or Below,786816.0,57340.0,67.0,1/0/00,Corporate Auto,Four-Door Car,159.0
JS43228,California,Male,High School or Below,770424.0,49088.0,97.0,1/0/00,Corporate Auto,Four-Door Car,698.0
BB11622,Nevada,Male,Masters,1055217.0,47761.0,131.0,1/0/00,Personal Auto,SUV,232.0
HQ70429,Washington,Female,High School or Below,1604510.0,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,163.0
WK88044,Arizona,Male,Bachelors,873783.0,61281.0,110.0,1/0/00,Personal Auto,SUV,79.0
LA80525,Nevada,Male,Bachelors,545489.0,0.0,82.0,1/1/00,Corporate Auto,Two-Door Car,393.0
EH16250,Arizona,Male,Bachelors,770528.0,25290.0,66.0,1/0/00,Personal Auto,Four-Door Car,382.0
PU41872,Arizona,Female,High School or Below,703926.0,24239.0,88.0,1/0/00,Personal Auto,Four-Door Car,48.0
HB85743,California,Male,Bachelors,883808.0,82664.0,114.0,1/3/00,Personal Auto,SUV,133.0
MM71959,Arizona,Male,Bachelors,873352.0,83210.0,110.0,1/0/00,Personal Auto,Sports Car,528.0
MB83663,Oregon,Female,Bachelors,959747.0,38736.0,81.0,1/0/00,Personal Auto,Two-Door Car,561.0
KR43119,California,Male,High School or Below,450666.0,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.0
KH24214,Oregon,Male,High School or Below,1785797.0,55437.0,64.0,1/1/00,Personal Auto,Four-Door Car,445.0
AC40767,Washington,Male,High School or Below,249780.0,68041.0,6464.0,1/0/00,Personal Auto,Two-Door Car,165.0
HP55391,Oregon,Male,Masters,542613.0,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,407.0
